Wavelength,Intensity
403.0689655172414,23.423030303030306
404.2241379310345,24.465454545454545
405.37931034482756,26.162424242424244
406.5344827586207,28.116969696969697
407.68965517241384,30.110909090909093
408.84482758620686,32.168484848484844
410.0,33.85636363636363
411.15517241379314,36.12
412.3103448275862,38.919999999999995
413.4655172413793,46.43212121212121
414.62068965517244,56.82909090909091
415.7758620689655,65.20484848484848
416.9310344827586,72.95939393939393
418.08620689655174,76.99272727272727
419.2413793103448,79.04727272727273
420.3965517241379,80.52909090909091
421.55172413793105,81.27151515151515
422.7068965517241,81.16848484848485
423.8620689655172,78.75333333333333
425.01724137931035,72.13818181818182
426.17241379310343,64.24424242424242
427.32758620689657,58.4260606060606
428.48275862068965,54.28666666666666
429.6379310344828,52.656363636363636
430.7931034482759,52.38969696969697
431.94827586206895,52.42909090909091
433.1034482758621,52.61393939393939
434.2586206896552,52.698787878787876
435.41379310344826,53.129090909090905
436.5689655172414,53.341212121212116
437.7241379310345,52.97757575757576
438.87931034482756,52.89575757575757
440.0344827586207,53.056363636363635
441.1896551724138,53.05030303030303
442.3448275862069,52.99272727272727
443.5,53.0230303030303
444.65517241379314,53.41090909090909
445.8103448275862,53.335151515151516
446.9655172413793,53.36242424242424
448.12068965517244,53.304848484848485
449.2758620689655,53.22606060606061
450.4310344827586,53.06848484848484
451.58620689655174,52.79575757575758
452.7413793103448,52.738181818181815
453.8965517241379,52.989696969696965
455.05172413793105,52.64424242424242
456.2068965517241,52.51393939393939
457.3620689655172,52.07151515151515
458.51724137931035,51.950303030303026
459.67241379310343,51.53818181818182
460.82758620689657,51.168484848484844
461.98275862068965,51.13818181818181
463.1379310344828,51.35939393939394
464.2931034482759,51.16242424242424
465.44827586206895,51.198787878787876
466.6034482758621,51.12
467.7586206896552,51.847272727272724
468.91379310344826,53.05333333333333
470.0689655172414,55.85636363636363
471.2241379310345,59.056363636363635
472.37931034482756,62.25030303030303
473.5344827586207,65.99272727272727
474.6896551724138,69.30484848484848
475.8448275862069,71.05030303030303
477.0,72.47757575757575
478.15517241379314,72.55333333333333
479.3103448275862,72.03515151515151
480.4655172413793,70.5260606060606
481.62068965517244,67.75333333333333
482.7758620689655,64.48666666666666
483.9310344827586,60.75636363636363
485.08620689655174,57.49878787878788
486.2413793103448,54.08363636363636
487.3965517241379,51.3260606060606
488.55172413793105,48.959393939393934
489.7068965517241,46.68060606060606
490.86206896551727,44.338181818181816
492.01724137931035,42.60787878787878
493.17241379310343,41.419999999999995
494.32758620689657,41.07454545454545
495.48275862068965,41.344242424242424
496.6379310344828,41.347272727272724
497.7931034482759,41.22909090909091
498.94827586206895,41.06545454545454
500.1034482758621,40.76242424242424
501.2586206896552,40.50787878787879
502.41379310344826,40.307878787878785
503.5689655172414,39.79878787878788
504.7241379310345,39.4260606060606
505.87931034482756,39.31393939393939
507.0344827586207,39.63515151515151
508.1896551724138,39.338181818181816
509.3448275862069,39.098787878787874
510.5,38.58060606060606
511.6551724137931,37.94121212121212
512.8103448275862,37.10484848484848
513.9655172413793,36.24727272727272
515.1206896551724,35.335151515151516
516.2758620689655,34.916969696969694
517.4310344827586,34.72909090909091
518.5862068965517,34.486666666666665
519.7413793103449,34.54727272727273
520.8965517241379,34.56848484848484
522.051724137931,34.96848484848485
523.2068965517242,36.08363636363636
524.3620689655172,37.63818181818181
525.5172413793103,40.18666666666667
526.6724137931035,45.28060606060606
527.8275862068965,54.93212121212121
528.9827586206897,65.29878787878788
530.1379310344828,73.99575757575758
531.2931034482758,81.89272727272727
532.448275862069,84.31090909090909
533.6034482758621,85.5230303030303
534.7586206896551,88.70181818181818
535.9137931034483,90.85636363636364
537.0689655172414,92.36848484848484
538.2241379310345,91.85333333333332
539.3793103448276,89.58969696969697
540.5344827586207,87.48969696969696
541.6896551724138,78.92
542.8448275862069,70.83818181818181
544.0,61.87151515151515
545.1551724137931,53.68363636363636
546.3103448275862,46.23212121212121
547.4655172413793,40.12
548.6206896551724,34.24121212121212
549.7758620689655,29.726060606060607
550.9310344827586,26.06848484848485
552.0862068965517,22.92
553.2413793103449,20.180606060606063
554.3965517241379,18.365454545454547
555.551724137931,16.85030303030303
556.7068965517242,15.701818181818181
557.8620689655172,14.74121212121212
559.0172413793103,13.813939393939393
560.1724137931035,13.07151515151515
561.3275862068965,12.826060606060606
562.4827586206897,13.013939393939394
563.6379310344828,15.050303030303029
564.7931034482758,18.83818181818182
565.948275862069,24.007878787878788
567.1034482758621,28.053333333333335
568.2586206896551,32.10787878787878
569.4137931034483,37.93212121212121
570.5689655172414,43.54727272727273
571.7241379310345,49.86848484848485
572.8793103448276,55.58363636363636
574.0344827586207,61.69272727272727
575.1896551724138,65.59878787878787
576.3448275862069,68.56242424242424
577.5,71.10181818181817
578.6551724137931,72.94727272727272
579.8103448275862,74.10484848484849
580.9655172413793,74.80484848484848
582.1206896551724,73.35333333333332
583.2758620689655,71.0139393939394
584.4310344827586,67.94424242424242
585.5862068965517,66.55636363636363
586.7413793103449,65.30787878787879
587.8965517241379,63.207878787878784
589.051724137931,59.33212121212121
590.2068965517242,56.29575757575758
591.3620689655172,54.24424242424242
592.5172413793103,53.05030303030303
593.6724137931035,53.04424242424242
594.8275862068965,55.086666666666666
595.9827586206897,63.29272727272728
597.1379310344828,85.03818181818181
598.2931034482758,105.16545454545454
599.448275862069,124.05333333333333
600.6034482758621,135.75636363636366
601.7586206896551,141.43818181818182
602.9137931034483,143.2987878787879
604.0689655172414,143.49878787878788
605.2241379310345,138.3109090909091
606.3793103448276,121.34424242424242
607.5344827586207,103.82
608.6896551724138,88.4230303030303
609.8448275862069,75.49272727272727
611.0,67.4169696969697
612.1551724137931,62.43818181818182
613.3103448275862,59.58060606060606
614.4655172413793,58.629090909090905
615.6206896551724,58.40484848484848
616.7758620689655,58.58060606060606
617.9310344827586,57.595757575757574
619.0862068965517,55.341212121212116
620.2413793103449,52.207878787878784
621.3965517241379,48.68666666666667
622.551724137931,44.880606060606056
623.7068965517242,39.913939393939394
624.8620689655172,32.99272727272727
626.0172413793103,26.277575757575757
627.1724137931035,21.023030303030303
628.3275862068965,17.256363636363638
629.4827586206897,15.356363636363637
630.6379310344828,14.02909090909091
631.7931034482758,12.98060606060606
632.948275862069,12.056363636363635
634.1034482758621,11.84121212121212
635.2586206896551,11.407878787878786
636.4137931034483,11.47151515151515
637.5689655172414,10.995757575757574
638.7241379310344,10.768484848484848
639.8793103448276,10.416969696969696
641.0344827586207,9.947272727272727
642.1896551724138,9.374545454545453
643.3448275862069,8.838181818181818
644.5,7.713939393939394
645.6551724137931,6.804848484848486
646.8103448275862,5.801818181818182
647.9655172413793,5.6866666666666665
649.1206896551724,4.862424242424242
650.2758620689655,4.241212121212121
651.4310344827586,4.007878787878788
652.5862068965517,3.9018181818181823
653.7413793103449,3.2624242424242427
654.8965517241379,2.7684848484848485
656.051724137931,2.459393939393939
657.2068965517242,2.0563636363636366
658.3620689655172,1.8745454545454547
659.5172413793103,1.5745454545454545
660.6724137931035,1.5745454545454545
661.8275862068965,1.2624242424242424
662.9827586206897,1.223030303030303
664.1379310344828,1.0836363636363637
665.2931034482758,1.0836363636363637
666.448275862069,0.8684848484848484
667.6034482758621,0.6896969696969697
668.7586206896551,0.6533333333333333
669.9137931034483,0.6896969696969697
671.0689655172414,0.5957575757575757
672.2241379310344,0.5048484848484849
673.3793103448276,0.48363636363636364
674.5344827586207,0.523030303030303
675.6896551724137,0.47757575757575754
676.8448275862069,0.3806060606060606
678.0,0.2927272727272727
679.1551724137931,0.14727272727272722
